customer_id,Churn,Days_Since_Last_Flight,Flights_Last_3_Months,Flights_Last_12_Months,Travel_Frequency_Trend,Loyalty_Tier,Tier_Downgrade_Indicator,Points_Expired,Points_Redeemed_Last_12M,Delay_Rate_Percent,Cancellation_Count,Baggage_Mishandling_Count,Support_Ticket_Count_Last_6_12M,Avg_Resolution_Time_Hours,Days_Since_Last_Login,Login_Frequency_Last_90_Days,Total_Spend_Last_6_Months,Refund_Count,Ancillary_Purchase_Count,Disruption_Stress_Score,Engagement_Trend_Index
221,0,44,8,20,78.41,Silver,0,1218,3,10.37,1,0,1,16.34,8,19,2037.68,1,11,18.11,18.92
222,0,41,4,22,-1.81,Gold,0,2501,5,2.96,0,0,2,8.99,1,20,1648.17,1,13,0.89,21.95
223,0,104,4,18,-12.32,Platinum,0,997,8,4.69,1,1,1,1.0,36,22,2717.29,0,10,36.41,14.58
224,1,512,0,1,-100.0,Bronze,0,10816,0,65.1,3,1,0,1.95,133,2,0.0,6,6,84.53,-34.22
225,0,24,3,16,-13.42,Gold,0,641,0,5.34,2,0,2,26.91,11,12,939.6,0,6,31.6,10.32
226,1,183,0,3,-100.0,Silver,1,2990,0,35.64,1,2,13,74.43,155,1,0.0,3,0,65.69,-41.35
227,0,115,2,10,5.16,Gold,0,524,5,2.14,0,0,2,14.43,3,22,1554.59,0,11,0.64,23.62
228,0,12,5,23,-8.86,Gold,0,2299,4,12.37,0,0,2,31.17,3,23,2803.51,0,11,3.71,24.73
229,1,279,0,4,-100.0,Silver,0,1042,0,89.77,2,0,0,3.51,147,3,0.0,4,2,56.93,-36.94
230,0,17,3,22,-26.67,Bronze,0,1792,4,14.0,0,0,1,6.42,2,18,877.78,0,5,4.2,19.45
231,1,450,0,2,-100.0,Silver,0,7886,0,79.79,5,3,0,2.42,67,0,0.0,3,0,158.94,-18.36
232,1,366,0,3,-100.0,Gold,0,16527,0,43.61,2,3,10,6.0,307,1,340.49,4,1,103.08,-83.0
233,0,56,7,18,66.37,Bronze,0,4434,3,3.65,1,0,2,11.98,11,19,1816.83,1,7,16.1,18.1
234,0,78,8,22,60.95,Gold,0,1111,2,1.87,0,1,1,1.0,0,15,2156.75,0,8,20.56,16.67
235,1,257,0,4,-100.0,Bronze,0,5409,2,90.46,3,2,0,0.98,62,1,30.84,4,4,112.14,-15.88
236,0,37,5,15,29.42,Gold,0,0,4,0.0,2,0,4,15.61,9,18,1793.66,0,6,30.0,17.53
237,1,342,0,5,-100.0,Bronze,0,7652,1,57.2,4,2,0,3.57,131,1,0.0,2,1,117.16,-34.78
238,1,253,2,7,-34.06,Bronze,0,10296,0,76.42,5,0,0,4.02,103,1,13.36,3,1,97.93,-27.11
239,0,34,5,12,65.43,Platinum,0,1939,6,0.96,1,0,4,22.61,10,17,1113.83,2,8,15.29,16.15
240,0,73,1,10,3.36,Silver,0,1408,4,2.11,0,0,2,22.95,32,19,962.91,0,9,0.63,12.34
241,0,20,12,27,95.66,Bronze,0,1425,1,24.53,0,0,1,30.3,0,10,1071.3,0,14,7.36,11.11
242,1,162,0,11,-100.0,Silver,0,13555,0,54.19,6,0,0,1.52,225,1,0.0,1,0,106.26,-60.53
243,1,266,0,8,-100.0,Silver,0,12341,0,52.99,5,1,13,80.58,143,1,64.62,6,1,110.9,-38.07
244,1,288,0,6,-97.4,Bronze,0,13715,0,46.5,3,2,14,55.07,134,1,0.0,2,0,98.95,-35.6
245,1,438,0,4,-100.0,Silver,1,43,0,26.11,1,1,0,1.74,315,0,0.0,6,3,42.83,-86.3
246,1,285,2,7,-29.87,Silver,1,8758,0,43.22,3,3,0,5.56,326,0,0.0,5,2,117.97,-89.32
247,0,50,3,17,-53.77,Silver,0,914,5,0.0,1,0,3,14.58,2,20,1258.31,1,6,15.0,21.67
248,1,510,0,3,-100.0,Bronze,1,7174,0,85.98,2,3,0,4.0,70,2,0.0,0,0,115.79,-16.96
249,1,314,0,2,-100.0,Silver,0,4675,1,53.73,4,4,0,1.07,205,1,36.55,1,3,156.12,-55.05
250,1,236,1,4,-41.73,Silver,0,4452,0,79.52,2,3,13,75.08,186,1,0.0,3,2,113.86,-49.85
251,0,17,3,17,-40.06,Bronze,0,1138,5,19.92,0,1,2,12.91,1,18,822.55,0,3,25.98,19.73
252,1,429,1,4,-64.76,Silver,0,15319,0,48.37,3,2,6,66.73,113,1,0.0,4,1,99.51,-29.85
253,0,42,4,18,2.49,Gold,0,2099,4,24.09,0,0,1,23.03,0,15,2740.45,0,9,7.23,16.67
254,0,48,3,23,-51.04,Bronze,0,2020,6,11.99,0,0,2,25.82,16,15,443.42,0,9,3.6,12.28
255,1,280,0,6,-94.46,Silver,0,1730,0,85.81,5,2,0,2.07,102,1,98.41,3,0,140.74,-26.83
256,0,50,3,16,-16.04,Silver,0,92,2,22.39,1,0,1,24.4,52,18,970.79,0,7,21.72,5.75
257,1,285,0,6,-100.0,Silver,0,0,0,80.0,2,4,10,41.58,179,1,75.21,3,1,134.0,-47.93
258,0,52,4,25,-12.13,Silver,0,840,5,5.95,1,0,1,15.27,0,21,2510.59,0,10,16.78,23.33
259,1,305,0,6,-94.19,Bronze,1,3799,2,54.46,3,2,14,42.23,281,1,0.0,1,0,101.34,-75.88
260,1,233,0,2,-98.86,Silver,0,237,0,86.18,5,0,0,3.01,121,2,0.0,3,3,100.85,-30.93
261,1,205,0,4,-100.0,Silver,0,12831,0,52.3,3,4,13,101.04,119,3,0.0,5,1,140.69,-29.27
262,0,19,5,19,-9.51,Silver,0,3383,3,17.76,0,0,1,20.47,14,19,1384.77,0,12,5.33,17.28
263,0,0,8,20,44.7,Bronze,1,2993,4,5.31,0,0,1,8.12,0,17,603.06,0,7,1.59,18.89
264,1,198,1,6,-54.35,Bronze,0,7083,0,22.01,4,2,9,140.61,195,1,342.27,3,0,106.6,-52.31
265,1,307,1,2,59.17,Silver,1,12378,0,41.12,5,7,0,0.91,104,2,0.0,4,3,227.34,-26.27
266,0,30,2,11,-31.6,Gold,0,1549,3,12.91,1,1,1,18.71,1,18,2035.63,2,6,38.87,19.73
267,0,88,3,14,8.56,Silver,0,1191,4,22.97,1,0,3,21.52,3,15,1273.01,0,7,21.89,15.84
268,1,223,1,3,-19.26,Silver,0,3747,0,79.34,4,3,9,105.72,165,2,0.0,6,2,143.8,-42.98
269,1,730,0,2,-100.0,Silver,0,2607,0,94.42,5,5,0,4.65,258,1,0.0,1,1,203.33,-69.57
270,1,311,0,1,-100.0,Gold,0,15811,0,93.06,5,1,0,5.39,139,0,0.0,3,1,122.92,-38.08
271,1,546,0,1,-100.0,Silver,0,9136,1,87.41,3,1,0,0.72,285,0,0.0,2,0,91.22,-78.08
272,0,136,5,24,16.3,Bronze,0,0,2,7.51,0,0,1,27.43,2,11,2410.87,0,11,2.25,11.67
273,0,62,1,14,-61.19,Bronze,0,1098,2,9.0,3,0,3,30.52,6,17,1395.83,1,4,47.7,17.25
274,0,104,3,16,-35.58,Platinum,0,288,3,15.1,1,0,4,38.14,16,17,3418.02,0,9,19.53,14.51
275,1,680,0,3,-100.0,Silver,1,7596,0,63.24,8,2,0,1.15,165,0,0.0,6,1,178.97,-45.21
276,0,6,3,24,-21.57,Platinum,0,0,4,9.77,3,0,2,6.98,2,17,2421.48,1,9,47.93,18.34
277,0,42,5,20,33.9,Silver,0,0,5,5.47,1,0,1,30.46,9,12,1205.62,0,12,16.64,10.87
278,1,125,0,3,-100.0,Bronze,0,6063,0,58.35,5,2,0,3.38,312,1,0.0,5,0,132.5,-84.37
279,0,67,5,18,24.5,Bronze,0,2022,7,8.17,0,0,3,17.14,2,15,1416.8,0,6,2.45,16.12
280,0,7,7,17,60.04,Platinum,0,0,0,14.99,0,0,4,15.14,0,23,4109.75,0,8,4.5,25.56
281,0,49,2,14,-45.75,Silver,0,315,4,9.86,0,1,2,23.56,11,27,875.99,0,9,22.96,26.99
282,1,232,0,9,-100.0,Bronze,0,2047,0,71.88,10,0,11,101.71,170,1,0.0,1,1,171.56,-45.46
283,0,121,6,21,-9.22,Platinum,0,1484,3,8.64,0,1,1,19.91,10,25,4787.61,0,15,22.59,25.04
284,0,53,11,33,44.18,Silver,0,4216,4,5.58,1,0,1,21.53,0,20,145.68,0,4,16.67,22.22
285,0,24,2,19,-22.3,Bronze,0,1137,3,0.03,1,0,1,26.99,13,17,1647.36,1,12,15.01,15.33
286,0,35,2,7,24.9,Silver,0,152,3,10.55,1,1,1,7.3,16,19,887.32,1,11,38.16,16.73
287,1,280,0,3,-100.0,Silver,0,5333,0,69.58,2,3,12,66.94,192,0,0.0,2,1,110.87,-52.6
288,1,362,0,8,-100.0,Bronze,1,9808,0,71.23,5,1,0,0.91,248,1,0.0,1,1,116.37,-66.83
289,1,314,0,6,-100.0,Silver,0,17496,2,20.49,2,1,0,0.87,241,2,417.6,3,1,56.15,-63.81
290,1,241,0,3,-96.4,Bronze,0,10417,1,64.32,0,1,14,92.06,135,1,180.36,4,2,39.3,-35.88
291,0,58,3,25,-47.46,Bronze,0,3127,6,11.34,0,0,1,10.94,2,16,1012.3,0,11,3.4,17.23
292,0,43,3,17,-44.08,Bronze,0,1837,7,4.74,0,1,2,25.92,46,19,849.82,1,9,21.42,8.51
293,0,269,3,24,-66.97,Bronze,0,1181,7,7.49,2,0,2,14.2,46,20,1630.24,0,9,32.25,9.62
294,1,301,0,5,-100.0,Silver,0,0,0,69.9,4,4,7,90.52,216,2,0.0,5,2,160.97,-56.96
295,0,8,6,23,28.08,Silver,0,442,3,2.41,2,0,2,27.53,10,20,2303.13,0,8,30.72,19.48
296,0,0,7,18,63.36,Silver,0,2838,2,17.21,1,0,2,13.56,0,19,648.52,2,6,20.16,21.11
297,0,37,3,18,-52.28,Bronze,0,3526,6,25.25,2,0,2,11.42,19,19,1588.26,0,7,37.58,15.91
298,0,8,6,18,42.84,Silver,0,3560,5,28.23,2,0,1,23.25,17,15,1130.05,0,7,38.47,12.01
299,1,517,0,5,-100.0,Bronze,0,9080,0,56.34,2,2,0,3.67,167,0,0.0,0,0,86.9,-45.75
300,0,10,6,17,46.88,Gold,0,0,6,6.4,1,0,2,33.16,0,19,1502.57,0,11,16.92,21.11
301,0,61,10,22,116.04,Gold,0,1483,7,18.94,1,0,1,35.18,0,23,1036.72,0,8,20.68,25.56
302,1,160,0,2,-100.0,Bronze,0,10449,1,64.54,2,1,0,1.44,101,2,18.94,2,1,69.36,-25.45
303,0,119,3,18,-9.18,Bronze,0,902,1,5.65,0,0,1,12.63,5,22,1127.72,0,9,1.7,23.07
304,1,197,1,5,-45.32,Bronze,0,16770,0,46.15,4,2,14,76.31,134,1,0.0,3,2,113.84,-35.6
305,1,169,0,3,-100.0,Silver,0,12016,0,60.55,7,4,14,91.37,91,1,0.0,5,1,203.16,-23.82
306,0,54,5,24,-0.65,Silver,1,0,3,16.51,0,0,2,2.13,3,27,2124.08,1,10,4.95,29.18
307,0,58,5,18,13.19,Gold,0,0,7,26.78,2,1,1,15.81,0,19,2814.59,0,14,58.03,21.11
308,0,37,3,18,-19.93,Silver,0,0,6,4.81,1,1,1,21.89,4,22,515.78,0,7,36.44,23.35
309,1,334,0,5,-100.0,Bronze,0,5795,0,85.36,6,1,13,70.01,89,0,93.24,2,3,135.61,-24.38
310,0,105,2,11,-14.34,Gold,0,3212,2,14.84,0,0,7,31.922011877725254,21,22,2161.19,1,9,4.45,18.69
311,0,35,2,17,-39.69,Gold,0,4042,4,0.77,0,0,2,38.23,1,15,1636.39,0,11,0.23,16.39
312,0,25,8,22,49.26,Platinum,0,0,8,19.36,0,3,1,17.32,3,18,4254.7,0,10,65.81,19.18
313,0,40,4,13,28.51,Platinum,0,0,4,3.66,0,0,1,12.0,0,16,1726.38,1,9,1.1,17.78
314,0,95,3,19,-54.56,Silver,0,1781,2,13.97,0,0,3,25.2,5,13,476.87,0,6,4.19,13.07
315,1,449,0,5,-100.0,Silver,0,8609,0,19.67,6,1,12,106.0,109,1,35.53,2,2,115.9,-28.75
316,0,264,1,11,-45.0,Silver,0,4187,4,4.13,2,0,2,18.96,45,18,1056.52,0,6,31.24,7.67
317,1,173,0,3,-100.0,Gold,0,4630,0,73.3,5,4,0,0.9,223,1,0.0,4,0,176.99,-59.98
318,0,142,4,17,4.69,Silver,0,1519,6,2.63,0,0,3,12.29,0,19,1671.52,1,10,0.79,21.11
319,0,34,3,13,-25.54,Silver,0,0,0,0.0,1,0,2,10.81,17,17,2299.63,0,10,15.0,14.23
320,0,53,6,60,19.23,Bronze,0,685,4,4.13,1,1,3,26.23,0,20,5180.200437005648,0,13,36.24,22.22
321,0,27,3,15,-34.13,Gold,0,0,2,16.37,1,1,2,27.03,9,15,937.79,0,7,39.91,14.2
322,1,351,0,4,-100.0,Bronze,1,8800,0,70.37,1,0,8,55.7,80,2,0.0,0,2,36.11,-19.7
323,0,22,8,24,20.57,Bronze,0,2816,3,0.0,0,0,2,21.63,6,21,1296.73,1,8,0.0,21.69
324,0,7,11,26,58.68,Silver,0,1779,6,1.13,1,0,1,27.86,0,16,2003.98,0,6,15.34,17.78
325,0,75,4,13,33.64,Silver,0,1191,4,15.7,0,2,1,20.68,30,19,1154.83,0,9,44.71,12.89
326,0,73,6,20,3.63,Silver,0,1886,5,12.98,0,1,2,12.34,0,18,965.89,1,5,23.89,20.0
327,1,248,1,5,-79.65,Silver,0,24786,1,50.7,4,3,0,1.55,61,2,0.0,5,3,135.21,-14.49
328,0,16,2,13,-1.98,Gold,0,0,2,10.22,0,0,4,18.38,10,17,1831.25,1,10,3.07,16.15
329,0,56,3,18,8.26,Bronze,0,558,3,19.35,1,0,1,6.82,11,21,868.97,1,9,20.8,20.32
330,1,99,1,4,-15.1,Bronze,0,11545,0,37.69,1,3,11,107.52,214,1,0.0,2,2,86.31,-57.52
331,1,555,1,7,-83.84,Bronze,0,0,0,81.0,7,4,0,0.59,365,0,0.0,6,1,209.3,-100.0
332,1,236,1,7,-55.06,Silver,0,7770,0,94.72,3,1,13,49.12,204,0,0.0,2,0,93.42,-55.89
333,1,454,1,2,75.7,Bronze,0,15421,0,14.87,2,0,13,97.49,201,1,0.0,5,1,34.46,-53.96
334,1,342,2,2,126.03,Bronze,0,11724,0,90.2,4,3,7,86.58,287,1,0.0,3,2,147.06,-77.52
335,0,227,4,15,35.55,Silver,0,2965,2,19.88,0,0,4,19.03,52,19,414.93,1,6,5.96,6.86
336,1,585,0,4,-100.0,Bronze,0,10389,0,79.01,6,1,5,48.42,130,1,0.0,5,2,133.7,-34.51
337,1,261,0,3,-100.0,Bronze,1,11426,0,45.97,3,4,14,55.88,115,2,0.0,5,2,138.79,-29.28
338,0,48,5,20,13.45,Silver,0,0,4,2.4,0,0,1,18.59,5,21,1700.93,0,8,0.72,21.96
339,0,109,9,23,69.82,Silver,0,2750,2,6.06,0,2,3,36.07,0,27,2884.22,0,7,41.82,30.0
340,1,730,2,3,139.33,Bronze,0,6957,1,45.39,0,3,0,2.06,114,1,0.0,2,1,73.62,-30.12
341,0,15,5,16,54.55,Gold,0,787,0,1.45,1,0,1,17.4,0,17,2571.67,0,7,15.44,18.89
342,0,52,6,21,27.15,Bronze,0,0,4,13.91,0,0,3,6.79,3,27,1455.9,1,8,4.17,29.18
343,1,589,0,10,-100.0,Bronze,1,7920,0,90.66,4,3,0,3.19,227,2,0.0,6,1,147.2,-59.97
344,0,98,5,25,15.6,Bronze,0,1699,5,22.25,0,0,6,16.062492960872056,27,21,989.86,0,6,6.68,15.94
345,0,0,7,24,23.24,Gold,0,3446,3,1.79,1,0,2,7.02,0,22,1404.53,1,11,15.54,24.44
346,1,132,0,4,-100.0,Silver,1,6601,2,81.81,3,4,8,6.0,315,1,180.06,5,1,149.54,-85.19
347,1,656,0,7,-100.0,Bronze,0,7626,0,48.33,2,1,14,64.17,71,3,76.56,5,1,64.5,-16.12
348,0,53,2,16,-5.99,Bronze,0,438,8,0.0,0,0,3,1.0,7,19,1259.66,0,4,0.0,19.19
349,0,81,3,11,4.7,Bronze,0,2443,3,11.69,1,1,1,3.17,4,22,889.93,0,4,38.51,23.35
350,0,35,3,22,-68.35,Platinum,0,2200,5,27.19,3,1,0,2.89,13,15,2610.75,1,9,73.16,13.11
351,0,55,2,13,-30.64,Silver,0,913,4,22.23,1,0,3,15.34,0,22,573.92,0,7,21.67,24.44
352,1,279,0,1,-100.0,Gold,1,6390,0,91.16,4,5,14,36.39,272,0,0.0,4,1,187.35,-74.52
353,1,258,1,4,-23.31,Platinum,0,9999,0,59.79,1,2,0,0.5,151,0,0.0,5,1,72.94,-41.37
354,1,285,0,3,-100.0,Bronze,1,16775,0,73.74,2,5,0,2.99,67,2,0.0,1,2,152.12,-16.13
355,0,29,3,13,0.43,Bronze,0,2607,5,10.62,1,0,4,21.95,6,27,1436.63,0,8,18.19,28.36
356,1,730,0,2,-100.0,Silver,0,0,0,52.38,2,1,0,4.58,85,1,0.0,8,3,65.71,-22.18
357,0,62,3,12,-24.09,Gold,0,2091,7,12.03,1,0,2,22.21,25,21,1912.82,1,9,18.61,16.48
358,1,280,0,4,-100.0,Bronze,1,9286,1,83.2,5,0,14,18.77,56,1,0.0,1,0,99.96,-14.23
359,0,54,3,19,-46.76,Silver,0,0,6,5.58,0,0,1,18.16,3,19,550.96,0,3,1.67,20.29
360,1,227,0,7,-100.0,Silver,0,11236,0,71.21,4,5,11,68.71,103,3,0.0,5,0,181.36,-24.89
361,1,216,1,2,35.24,Bronze,0,11330,0,88.18,4,5,13,72.31,78,1,44.99,7,1,186.45,-20.26
362,0,65,5,15,72.33,Silver,0,0,5,13.63,1,0,1,4.79,41,13,1182.18,0,3,19.09,3.21
363,1,137,0,3,-100.0,Gold,1,2995,0,83.71,2,1,0,5.26,192,1,0.0,3,1,75.11,-51.49
364,0,29,3,22,-47.04,Bronze,0,947,5,29.29,2,1,3,26.83,28,18,518.09,0,6,58.79,12.33
365,0,8,7,21,42.17,Silver,1,2767,4,16.78,1,1,4,20.39,0,21,386.78,1,3,40.03,23.33
366,0,58,2,13,-11.35,Bronze,0,805,5,7.78,0,1,4,26.07022502941107,24,14,403.55,0,10,22.33,8.98
367,0,35,4,20,-6.46,Silver,0,4209,7,15.69,1,0,2,23.86,0,21,2025.09,0,9,19.71,23.33
368,0,7,6,16,51.75,Bronze,0,2631,3,0.0,0,1,2,9.49,25,17,832.38,0,6,20.0,12.04
369,1,281,0,3,-100.0,Bronze,0,4955,2,100.0,5,1,8,34.58,132,0,195.32,3,0,125.0,-36.16
370,1,275,1,2,59.73,Bronze,1,13830,1,99.87,3,3,14,72.85,174,0,0.0,5,3,134.96,-47.67
371,1,509,0,15,-100.0,Silver,0,9183,0,61.93,3,0,0,4.17,103,2,0.0,1,1,63.58,-26.0
372,0,42,4,17,33.57,Silver,0,422,3,6.1,1,0,2,5.54,0,26,1939.68,1,7,16.83,28.89
373,1,101,0,2,-100.0,Bronze,0,7294,0,57.5,2,3,0,5.62,65,2,0.0,2,3,107.25,-15.59
374,1,227,1,6,-69.91,Bronze,0,5806,0,65.87,2,1,13,88.47,172,2,489.6,3,1,69.76,-44.9
375,1,280,0,6,-100.0,Silver,0,10941,0,31.48,5,2,10,43.87,157,0,52.35,1,1,124.44,-43.01
376,0,0,6,15,77.74,Bronze,0,0,1,20.04,0,0,1,17.92,14,14,621.25,0,8,6.01,11.72
377,0,267,4,19,10.86,Gold,0,1084,6,0.0,1,0,4,3.89,23,26,1917.42,0,4,15.0,22.59
378,1,356,0,2,-100.0,Silver,0,7392,0,92.57,2,4,7,90.56,284,0,0.0,2,2,137.77,-77.81
379,1,121,0,2,-83.7,Bronze,1,13981,0,55.03,4,1,0,1.58,346,0,0.0,2,1,96.51,-94.79
380,1,149,0,0,-100.0,Silver,1,2677,0,46.79,4,2,11,35.47,61,2,9.96,1,2,114.04,-14.49
381,0,230,5,25,-48.05,Bronze,0,1527,2,11.34,0,0,2,19.41,92,18,688.82,0,5,3.4,-5.21
382,0,104,4,16,25.98,Bronze,0,1703,2,21.66,1,0,4,21.39,1,15,1480.82,0,11,21.5,16.39
383,1,209,0,5,-100.0,Bronze,1,6196,0,56.88,6,1,11,63.0,300,0,208.39,2,3,127.06,-82.19
384,1,562,0,4,-100.0,Platinum,1,15710,1,43.52,2,4,0,4.47,236,2,0.0,1,1,123.06,-62.44
385,1,293,2,4,76.14,Silver,0,8315,0,13.04,4,1,13,97.87,132,1,0.0,5,2,83.91,-35.05
386,0,56,2,16,-36.36,Bronze,0,1880,7,11.56,0,0,1,21.34,3,23,1301.28,0,8,3.47,24.73
387,0,24,5,16,21.47,Bronze,0,257,6,7.22,0,0,2,11.8,0,20,1159.69,0,7,2.17,22.22
388,1,183,0,8,-100.0,Bronze,0,0,0,73.34,3,1,10,33.28,124,0,0.0,4,4,87.0,-33.97
389,1,385,2,12,65.64,Silver,1,18071,1,45.89,0,4,9,40.98,142,0,0.0,4,1,93.77,-38.9
390,1,282,0,1,-100.0,Silver,0,9618,0,81.17,4,2,11,70.61,257,1,0.0,4,0,124.35,-69.3
391,0,41,3,21,-32.63,Silver,0,2938,8,5.07,0,0,3,10.32,19,14,2278.04,1,7,1.52,10.35
392,0,45,3,16,-34.99,Gold,0,0,3,7.32,1,2,1,21.28,33,20,1167.28,0,7,57.2,13.18
393,1,243,0,1,-100.0,Bronze,0,12018,0,78.81,5,3,8,43.23,321,0,0.0,1,0,158.64,-87.95
394,1,166,1,2,34.06,Silver,0,3326,0,16.64,5,2,11,44.77,286,0,57.92,4,1,119.99,-78.36
395,0,19,3,17,-14.82,Bronze,0,3002,4,2.24,0,1,3,17.5,10,19,897.85,0,7,20.67,18.37
396,0,65,3,21,-46.51,Platinum,0,0,3,16.52,1,0,1,39.44,3,20,2322.57,0,13,19.96,21.4
397,0,0,6,14,92.55,Platinum,0,1394,5,5.16,2,0,2,7.92,0,19,2663.69,0,6,31.55,21.11
398,1,485,0,4,-100.0,Silver,0,4773,1,69.48,1,1,0,3.21,256,0,0.0,8,1,55.84,-70.14
399,1,365,0,1,-100.0,Silver,0,6358,0,70.37,5,2,13,81.55,202,1,0.0,3,2,136.11,-54.23
400,1,665,0,4,-100.0,Silver,0,3040,0,87.0,4,4,13,65.39,289,0,20.17,3,0,166.1,-79.18
401,1,296,0,4,-100.0,Bronze,0,5591,1,60.09,7,2,12,39.94,224,0,0.0,4,0,163.03,-61.37
402,0,40,4,16,-11.45,Bronze,0,2216,3,17.13,0,0,2,10.08,0,18,1557.67,0,10,5.14,20.0
403,0,19,3,16,-22.04,Bronze,0,1905,8,6.77,0,0,3,25.91,2,22,1813.09,0,11,2.03,23.9
404,0,43,5,24,-13.82,Gold,0,0,2,10.44,0,0,1,8.62,0,21,3712.57,0,8,3.13,23.33
405,1,590,0,3,-100.0,Bronze,0,1932,0,49.88,3,1,0,2.77,142,1,0.0,6,1,79.96,-37.79
406,1,318,0,4,-100.0,Bronze,0,0,0,69.16,4,4,0,5.12,225,0,0.0,6,1,160.75,-61.64
407,1,202,0,6,-100.0,Bronze,0,0,0,7.46,1,3,12,126.32,64,0,0.0,3,1,77.24,-17.53
408,0,0,6,20,55.63,Platinum,1,0,8,3.66,0,0,3,13.96,0,11,4293.07,0,8,1.1,12.22
409,1,326,0,2,-100.0,Silver,0,2767,0,93.95,2,5,11,14.53,159,2,0.0,6,4,158.18,-41.34
410,1,149,0,15,-100.0,Bronze,0,5307,0,16.69,4,0,0,1.56,162,0,0.0,2,2,65.01,-44.38
411,0,49,4,22,-3.54,Gold,0,0,3,9.86,1,0,9,5.185217950759521,0,23,2954.36,0,6,17.96,25.56
412,1,492,0,10,-100.0,Bronze,0,5179,0,63.28,5,6,14,47.43,124,3,94.93,6,1,213.98,-30.64
413,1,401,0,4,-100.0,Silver,0,9829,0,59.25,7,3,14,72.52,168,1,0.0,3,4,182.78,-44.92
414,0,70,5,19,16.74,Silver,0,0,2,12.05,0,1,1,23.36,10,12,1018.71,1,8,23.62,10.59
415,0,6,5,13,60.8,Bronze,0,0,4,15.63,2,0,3,29.69,0,16,955.41,1,7,34.69,17.78
416,0,30,3,10,32.66,Gold,0,3132,6,33.54,1,0,3,8.49,9,11,983.65,0,7,25.06,9.76
417,1,207,0,2,-100.0,Silver,1,16760,0,88.32,1,1,14,43.18,48,0,0.0,8,0,61.5,-13.15
418,1,474,0,6,-100.0,Silver,0,5815,0,62.77,3,3,0,3.91,124,2,207.01,3,2,123.83,-31.75
419,0,18,3,13,-18.48,Platinum,0,3924,4,7.23,2,0,3,9.5,5,22,2051.01,0,7,32.17,23.07
420,0,107,7,23,43.46,Gold,0,1893,3,7.4,0,0,2,41.45,107,22,2270.15,1,6,2.22,-4.87
421,0,33,3,19,-49.57,Silver,1,2064,2,13.6,0,0,2,12.07,6,19,2317.34,0,8,4.08,19.47
422,1,252,0,3,-100.0,Bronze,0,4035,0,43.33,4,2,0,1.93,174,1,0.0,3,0,113.0,-46.56
423,1,78,0,4,-100.0,Bronze,1,15322,0,79.29,9,4,12,81.19,166,1,0.0,2,1,238.79,-44.37
424,0,4,7,15,49.45,Platinum,0,2274,3,32.51,0,0,2,17.84,0,14,1348.64,1,9,9.75,15.56
425,0,30,1,12,-63.91,Silver,0,866,3,29.88,0,0,3,9.59,15,14,1263.66,0,3,8.96,11.45
426,0,67,4,17,10.14,Platinum,0,339,3,7.7,0,2,2,19.73,17,19,3250.72,0,13,42.31,16.45
427,0,23,5,17,23.68,Gold,0,933,3,5.53,2,0,3,22.37,0,14,2838.08,0,9,31.66,15.56
428,1,115,0,2,-100.0,Silver,0,8061,0,55.05,5,4,0,3.22,80,2,0.0,2,1,171.52,-19.7
429,0,0,6,22,30.14,Platinum,0,0,5,10.51,0,0,1,1.12,4,11,2275.36,0,9,3.15,11.13
430,0,0,7,15,80.42,Gold,0,1290,6,7.76,2,1,2,7.78,30,19,1226.42,0,9,52.33,12.89
431,1,192,0,4,-100.0,Silver,1,7601,0,58.72,4,1,0,0.99,219,0,0.0,4,2,97.62,-60.0
432,1,309,2,5,22.79,Bronze,0,13190,0,56.25,8,4,7,64.6,150,0,0.0,1,1,216.88,-41.1
433,1,288,0,2,-100.0,Silver,0,2819,0,68.35,4,0,10,76.75,39,2,0.0,5,1,80.5,-8.46
434,1,485,1,6,-64.96,Bronze,0,4698,0,83.7,8,1,0,3.4,324,0,12.95,3,2,165.11,-88.77
435,0,45,2,12,-36.48,Platinum,0,4208,0,8.54,2,2,2,1.0,30,18,1015.97,0,5,72.56,11.78
436,1,379,0,5,-100.0,Bronze,0,7432,0,22.14,6,2,10,58.74,139,0,0.0,5,2,136.64,-38.08
437,0,14,3,20,-46.62,Platinum,0,946,4,10.94,0,1,2,19.37,23,19,3838.36,1,6,23.28,14.81
438,1,383,0,6,-100.0,Bronze,1,17561,0,100.0,3,4,8,94.56,239,1,0.0,4,0,155.0,-64.37
439,1,299,1,1,157.57,Bronze,0,1933,0,94.13,2,3,0,4.08,201,0,472.85,3,2,118.24,-55.07
440,0,29,2,51,-80.73,Silver,0,591,4,7.78,2,0,2,19.65,26,15,2309.3437682348954,1,10,32.33,9.54
441,0,32,4,20,-26.07,Silver,0,2086,2,17.45,0,0,3,14.0,8,17,948.95,0,9,5.24,16.7
442,0,35,2,18,-24.0,Silver,0,337,2,13.42,1,1,3,6.47,5,21,1385.2,0,4,39.03,21.96
443,0,19,3,60,-26.72,Gold,0,0,3,7.1,1,0,3,23.08,20,10,10352.802360210413,0,6,17.13,5.63
444,1,188,0,6,-100.0,Bronze,1,8776,2,93.45,4,2,6,37.3,250,1,0.0,2,3,128.04,-67.38
445,1,204,0,2,-100.0,Silver,0,3102,1,86.76,2,2,10,57.81,170,1,0.0,4,2,96.03,-45.46
