Passenger_Demographic_Segment,Age_Band,Home_Region,Traveller_Type,Income_Segment,Seasonal_Behaviour_Adjustment,Rolling_Flights_7_Days,Rolling_Flights_30_Days,Rolling_Flights_90_Days,Rolling_Flights_180_Days,Booking_Intent_Drop,Loyalty_Redemption_Trend,App_Web_Engagement_Slope,Email_Offer_Engagement_Decline,Support_Ticket_Momentum,Delay_Rate_Percent,Cancellation_Count,Baggage_Mishandling_Count,Support_Ticket_Count_6_12M,Avg_Resolution_Time_Hours,Days_Since_Last_Flight,Flights_Last_3_Months,Loyalty_Tier,Tier_Downgrade_Indicator,Days_Since_Last_Login,Refund_Count,Ancillary_Purchase_Count,Disruption_Stress_Score,Behavioural_Drift_Score,Engagement_Trend_Index,Churned
65+_Europe_Mixed_High,65+,Europe,Mixed,High,-3.71,1,5,11,12,-46.23,32.32,-0.108,4.56,57.35,50.54,1,0,2,12.99,77,3,Platinum,0,14,0,5,30.16,21.09,-0.013,0
65+_Europe_Business_Medium,65+,Europe,Business,Medium,-13.47,0,0,2,1,-25.35,4.61,-0.617,-86.91,71.73,48.89,3,2,5,61.73,639,0,Platinum,0,125,0,2,99.67,85.83,-2.414,1
26-35_Europe_Business_Medium,26-35,Europe,Business,Medium,-12.28,0,2,1,0,-29.09,-19.45,-0.757,-10.57,33.72,0.0,0,0,3,23.34,208,0,Silver,0,89,1,2,0.0,73.74,-1.21,1
18-25_Asia-Pacific_Leisure_Medium,18-25,Asia-Pacific,Leisure,Medium,-0.23,0,1,1,1,11.59,-28.86,-1.064,-51.21,20.47,34.47,1,0,4,11.16,624,1,Silver,1,161,0,1,25.34,29.3,-1.131,1
18-25_Europe_Business_High,18-25,Europe,Business,High,-7.84,0,2,9,10,-19.52,-4.73,-0.174,-22.49,41.73,53.19,2,0,1,26.13,36,9,Silver,1,27,0,1,45.96,54.38,-0.525,0
65+_Asia-Pacific_Leisure_High,65+,Asia-Pacific,Leisure,High,-0.42,1,0,0,2,-46.84,-0.39,-1.363,-25.53,39.86,2.18,1,3,2,5.81,503,0,Silver,0,356,1,1,75.65,33.91,-1.796,1
46-55_North America_Mixed_High,46-55,North America,Mixed,High,2.18,1,1,3,4,20.0,-8.26,-0.233,-20.55,59.74,25.36,0,1,4,20.42,33,12,Bronze,0,1,0,5,27.61,20.93,0.101,0
18-25_Latin America_Mixed_Medium,18-25,Latin America,Mixed,Medium,9.76,0,0,2,4,-27.93,-6.51,-0.091,10.0,63.84,52.63,0,0,3,29.75,23,5,Bronze,0,0,0,6,15.79,35.88,1.834,0
65+_Asia-Pacific_Leisure_Medium,65+,Asia-Pacific,Leisure,Medium,10.96,1,0,0,0,-27.47,-19.56,-1.38,-3.18,78.99,23.13,0,1,2,0.85,470,1,Bronze,0,139,0,0,26.94,66.37,-1.648,1
18-25_Europe_Mixed_High,18-25,Europe,Mixed,High,-2.43,0,2,0,1,-61.76,7.97,-1.354,-28.0,22.82,5.78,1,1,1,29.35,315,0,Bronze,0,317,0,0,36.73,59.22,-0.845,1
46-55_Asia-Pacific_Business_High,46-55,Asia-Pacific,Business,High,-21.77,0,0,0,0,-23.13,-26.57,-0.592,-17.11,45.58,17.15,0,0,15,21.53,638,0,Bronze,0,134,0,2,5.15,26.77,-1.838,1
56-65_Asia-Pacific_Leisure_Low,56-65,Asia-Pacific,Leisure,Low,14.1,1,0,0,6,-1.45,-18.71,-0.513,-40.47,0.0,45.76,4,1,2,49.54,282,0,Platinum,1,126,0,2,93.73,77.72,-1.475,1
65+_North America_Leisure_Medium,65+,North America,Leisure,Medium,0.24,0,3,4,5,10.4,1.72,1.0,-40.64,56.81,16.93,0,0,2,5.62,16,7,Silver,0,23,0,11,5.08,14.33,0.865,0
36-45_North America_Business_Medium,36-45,North America,Business,Medium,7.72,0,1,0,0,-7.32,-14.37,-0.719,-43.08,35.58,47.04,0,0,3,30.15,239,0,Bronze,1,284,0,1,14.11,64.01,-1.423,1
36-45_North America_Business_Low,36-45,North America,Business,Low,2.25,0,5,11,16,-4.95,-9.35,0.328,10.0,70.35,33.11,0,0,2,11.7,70,9,Gold,0,16,4,6,9.93,40.92,0.625,0
65+_Middle East_Mixed_Medium,65+,Middle East,Mixed,Medium,-7.96,0,0,2,0,-34.57,12.0,-0.479,-36.87,57.75,46.62,1,0,3,25.69,396,0,Silver,1,170,1,0,28.99,34.1,-1.611,1
26-35_Asia-Pacific_Leisure_Low,26-35,Asia-Pacific,Leisure,Low,-9.65,0,0,0,1,-41.4,-0.91,-1.564,-12.29,34.69,19.04,2,0,2,12.62,678,0,Bronze,0,239,1,1,35.71,80.94,-1.051,1
56-65_Europe_Leisure_High,56-65,Europe,Leisure,High,19.39,0,2,10,14,-13.58,18.63,0.851,-9.94,26.95,33.01,0,0,3,7.73,28,3,Platinum,0,15,1,5,9.9,8.09,0.141,0
26-35_North America_Business_Medium,26-35,North America,Business,Medium,-3.11,1,1,2,4,-37.37,-6.28,-0.474,-35.78,55.04,16.2,0,0,9,11.56,86,5,Bronze,0,15,0,2,4.86,0.0,0.553,0
36-45_Europe_Business_Low,36-45,Europe,Business,Low,-5.17,0,1,3,5,-11.36,-14.44,-0.514,-16.89,78.77,29.41,0,0,1,2.38,20,9,Bronze,0,27,3,7,8.82,51.35,-0.656,0
46-55_Asia-Pacific_Mixed_Low,46-55,Asia-Pacific,Mixed,Low,-16.54,0,1,1,2,-11.33,9.11,-1.02,-20.62,69.96,39.94,1,0,2,21.17,723,0,Bronze,0,176,2,0,26.98,71.55,-2.474,1
65+_Asia-Pacific_Leisure_Medium,65+,Asia-Pacific,Leisure,Medium,-8.59,0,2,9,11,-10.19,1.39,0.177,-13.47,67.36,15.45,0,2,2,12.57,20,5,Platinum,0,9,0,9,44.64,33.69,0.167,0
18-25_Latin America_Leisure_Low,18-25,Latin America,Leisure,Low,10.13,0,0,1,0,-10.95,-2.26,-0.906,-7.44,34.4,32.16,1,0,3,30.24,347,0,Gold,1,301,0,1,24.65,35.16,-1.113,1
36-45_Europe_Mixed_High,36-45,Europe,Mixed,High,-3.48,0,3,6,9,16.21,-35.42,-0.187,-13.51,25.41,25.9,0,0,4,14.22,9,4,Gold,0,17,0,7,7.77,15.78,0.285,0
56-65_Europe_Leisure_Low,56-65,Europe,Leisure,Low,15.26,0,2,2,1,-23.28,11.28,-0.629,-34.19,55.22,51.92,0,0,1,20.83,231,0,Platinum,0,162,1,0,15.57,14.17,-1.721,1
36-45_Europe_Leisure_High,36-45,Europe,Leisure,High,0.84,0,2,1,3,3.53,24.85,-0.935,-18.8,66.5,17.76,0,0,5,168.0,54,4,Bronze,0,14,2,4,5.33,38.79,-1.037,0
56-65_Middle East_Business_Medium,56-65,Middle East,Business,Medium,-2.67,0,3,8,12,-8.08,12.42,-0.503,3.89,39.96,3.33,1,1,3,13.01,29,9,Gold,0,26,1,3,36.0,68.37,-0.06,0
56-65_North America_Business_High,56-65,North America,Business,High,-10.97,0,0,3,1,-0.02,6.14,-0.972,-19.38,87.85,26.96,0,0,2,26.3,489,0,Silver,0,92,0,2,8.09,50.65,-1.139,1
65+_Europe_Leisure_Medium,65+,Europe,Leisure,Medium,-3.39,1,2,3,6,-9.37,7.63,0.397,-35.81,48.02,0.74,0,0,3,35.59,34,9,Platinum,0,3,0,4,0.22,23.38,0.753,0
56-65_Asia-Pacific_Business_Low,56-65,Asia-Pacific,Business,Low,-17.02,1,2,11,14,-15.48,-44.15,-0.157,-9.88,34.39,66.97,0,0,4,149.71,13,11,Gold,0,18,0,9,20.09,50.98,0.784,0
26-35_North America_Leisure_Medium,26-35,North America,Leisure,Medium,5.18,0,1,7,9,8.0,18.16,-0.295,3.15,42.43,5.96,0,0,1,10.87,39,11,Gold,0,23,0,6,1.79,44.85,0.152,0
46-55_Europe_Business_High,46-55,Europe,Business,High,-5.05,0,0,2,1,-33.94,-16.77,-1.628,-36.33,58.82,25.49,0,1,2,30.65,714,0,Gold,0,146,2,1,27.65,86.99,-0.578,1
36-45_Asia-Pacific_Business_Medium,36-45,Asia-Pacific,Business,Medium,-7.89,0,0,0,2,-2.32,-28.63,-1.53,-34.06,77.47,3.88,1,0,1,4.12,552,0,Silver,0,259,0,0,16.16,28.79,-1.214,1
46-55_North America_Leisure_Low,46-55,North America,Leisure,Low,-8.18,0,1,0,1,5.19,8.57,-0.688,-26.45,15.5,21.98,1,0,6,31.18,259,0,Silver,0,273,0,1,21.59,52.14,-0.051,1
18-25_Europe_Business_Medium,18-25,Europe,Business,Medium,6.01,1,5,14,20,11.18,-7.43,-0.194,-2.76,30.34,16.79,0,0,5,63.88,12,6,Platinum,0,14,0,2,5.04,53.85,0.438,0
36-45_Europe_Mixed_Medium,36-45,Europe,Mixed,Medium,-13.71,1,2,9,15,-14.75,-35.52,0.05,0.19,45.62,13.03,0,0,3,23.86,71,6,Platinum,0,19,0,12,3.91,19.09,0.436,0
46-55_Europe_Business_Medium,46-55,Europe,Business,Medium,11.01,0,0,1,0,-11.21,-33.18,-1.379,-8.57,62.18,50.54,1,0,1,52.92,540,0,Silver,0,311,1,0,30.16,52.38,-1.4,1
46-55_North America_Leisure_Medium,46-55,North America,Leisure,Medium,-10.79,0,2,3,4,20.0,-12.08,0.739,-44.03,49.8,40.26,0,0,4,12.37,42,4,Bronze,0,21,0,5,12.08,0.0,-0.825,0
65+_Latin America_Business_High,65+,Latin America,Business,High,5.1,1,1,6,8,-14.24,-9.83,0.27,-8.26,52.32,36.33,0,2,0,15.48,29,9,Silver,0,16,2,8,50.9,17.83,-0.802,0
65+_North America_Business_High,65+,North America,Business,High,-11.39,0,2,8,12,-3.81,-43.99,-1.034,10.0,72.66,34.84,0,0,3,9.95,39,4,Gold,0,30,1,6,10.45,55.55,0.777,0
18-25_Asia-Pacific_Business_Low,18-25,Asia-Pacific,Business,Low,-13.08,0,6,2,4,-4.18,8.64,-0.021,-54.23,68.67,51.51,0,0,2,31.39,43,8,Silver,0,2,0,3,15.45,79.16,0.35,0
56-65_North America_Mixed_Medium,56-65,North America,Mixed,Medium,17.79,0,0,0,0,-37.64,2.52,-1.216,-16.11,65.29,50.86,2,0,5,20.09,668,0,Silver,0,355,0,2,45.26,52.7,-1.224,1
36-45_Europe_Business_Medium,36-45,Europe,Business,Medium,5.57,2,1,4,4,-13.65,-16.34,-0.097,-4.07,60.15,8.28,1,0,2,21.11,64,11,Bronze,0,13,0,2,17.48,43.67,-0.202,0
65+_North America_Leisure_Medium,65+,North America,Leisure,Medium,-3.11,0,0,1,0,-39.88,-15.8,-1.1,-3.87,6.68,68.64,0,3,1,12.62,187,0,Silver,1,175,0,1,80.59,68.05,-0.922,1
36-45_North America_Business_Medium,36-45,North America,Business,Medium,-26.61,0,0,1,1,-11.86,28.26,-0.551,-20.96,69.18,24.2,0,0,4,32.71,711,0,Platinum,0,93,1,2,7.26,11.36,-0.854,1
18-25_North America_Business_High,18-25,North America,Business,High,1.57,0,2,1,1,-3.1,-6.86,-0.386,-23.75,81.55,58.63,1,1,3,25.58,333,0,Bronze,1,124,1,3,52.59,61.03,-0.416,1
65+_Europe_Leisure_High,65+,Europe,Leisure,High,10.53,1,2,9,14,-20.79,-43.91,0.577,10.0,53.21,29.97,0,1,2,12.53,80,4,Platinum,0,29,0,4,28.99,23.3,0.333,0
65+_Asia-Pacific_Leisure_High,65+,Asia-Pacific,Leisure,High,-1.95,0,0,1,0,-15.71,-66.06,-1.882,-9.03,42.77,39.5,1,3,1,11.86,586,0,Bronze,0,151,5,1,86.85,25.77,-1.199,1
56-65_North America_Leisure_Low,56-65,North America,Leisure,Low,-4.47,0,0,0,1,-29.93,-39.7,-1.331,-65.49,81.72,31.89,0,0,2,12.52,537,0,Bronze,0,167,0,0,9.57,70.43,-1.258,1
36-45_Latin America_Business_Medium,36-45,Latin America,Business,Medium,-1.93,0,0,2,1,-25.65,2.04,-0.969,-42.7,57.96,5.96,0,0,3,29.88,621,0,Bronze,1,337,2,1,1.79,15.74,-1.265,1
36-45_Europe_Business_High,36-45,Europe,Business,High,1.72,1,4,10,14,-0.8,16.45,0.093,-12.15,65.18,22.49,0,1,2,16.7,11,11,Gold,0,24,0,4,26.75,0.49,1.861,0
36-45_Europe_Leisure_Medium,36-45,Europe,Leisure,Medium,-13.52,0,1,3,4,-31.77,-7.87,0.512,-21.72,6.64,23.31,0,0,2,18.55,55,4,Bronze,0,16,2,7,6.99,59.46,0.057,0
56-65_North America_Mixed_Medium,56-65,North America,Mixed,Medium,-5.11,2,1,3,7,13.84,-23.79,0.006,-50.23,76.55,64.08,1,0,4,7.54,31,10,Gold,1,24,0,3,34.22,64.61,-0.095,0
65+_Europe_Business_Medium,65+,Europe,Business,Medium,-2.93,0,0,0,1,-53.7,13.69,-1.358,10.0,45.43,76.16,0,0,2,13.12,464,0,Silver,1,326,0,2,22.85,65.44,-1.553,1
18-25_Middle East_Mixed_High,18-25,Middle East,Mixed,High,9.43,0,1,1,0,-16.45,-8.25,-1.033,4.77,17.9,18.42,2,1,2,23.98,462,0,Gold,0,354,0,0,55.53,100.0,-1.656,1
36-45_Asia-Pacific_Business_High,36-45,Asia-Pacific,Business,High,-36.96,1,4,7,7,-31.11,-21.07,0.188,-10.96,68.33,29.22,0,0,1,58.38,13,3,Gold,0,19,0,3,8.77,54.1,0.089,0
46-55_Europe_Leisure_Medium,46-55,Europe,Leisure,Medium,9.84,0,2,2,3,-21.74,2.67,0.277,-42.52,51.06,37.19,2,0,3,7.09,90,7,Bronze,0,28,1,14,41.16,41.31,-0.024,0
56-65_North America_Business_High,56-65,North America,Business,High,-27.87,0,0,0,0,20.0,8.73,0.031,-29.98,23.69,35.97,0,0,3,12.24,36,9,Bronze,0,13,0,6,10.79,46.87,0.505,0
26-35_Middle East_Leisure_High,26-35,Middle East,Leisure,High,-14.7,0,0,0,0,3.29,30.29,-1.302,-38.99,72.0,0.0,0,1,0,15.54,581,1,Bronze,0,354,2,2,20.0,37.18,-1.671,1
18-25_North America_Business_Low,18-25,North America,Business,Low,-4.96,0,0,0,0,7.17,-0.62,-1.464,6.84,40.4,4.56,0,2,3,28.98,399,1,Bronze,0,354,0,0,41.37,71.19,-0.77,1
46-55_Europe_Business_Low,46-55,Europe,Business,Low,5.93,0,0,1,0,-4.97,-2.76,-1.465,-13.14,60.98,16.2,1,0,4,19.64,624,0,Bronze,1,274,0,0,19.86,32.0,-1.29,1
36-45_North America_Mixed_Medium,36-45,North America,Mixed,Medium,11.65,0,2,2,4,-61.09,-14.12,-0.26,-12.34,33.5,13.51,0,0,5,33.86,1,11,Silver,0,21,2,3,4.05,37.31,-1.068,0
26-35_Europe_Leisure_Medium,26-35,Europe,Leisure,Medium,-14.94,0,2,2,0,-12.76,0.19,-0.41,-38.98,58.95,0.0,0,0,4,18.46,273,1,Bronze,0,249,0,1,0.0,47.1,-2.549,1
18-25_North America_Leisure_High,18-25,North America,Leisure,High,4.14,0,0,0,1,-27.56,-13.13,-0.896,-30.42,57.92,0.0,0,3,1,63.88,38,7,Bronze,0,8,0,3,60.0,0.0,0.848,0
56-65_Middle East_Business_High,56-65,Middle East,Business,High,-17.68,2,6,14,20,-21.0,-33.78,-0.302,10.0,58.01,23.57,0,0,1,23.37,65,7,Platinum,0,17,0,7,7.07,36.14,-0.186,0
26-35_Asia-Pacific_Mixed_Medium,26-35,Asia-Pacific,Mixed,Medium,-21.93,0,1,1,0,-18.76,-19.03,-0.562,-44.16,14.3,10.5,0,0,3,13.98,685,0,Gold,0,256,2,0,3.15,50.43,-0.77,1
65+_Asia-Pacific_Leisure_High,65+,Asia-Pacific,Leisure,High,18.56,1,1,4,8,20.0,3.64,-0.419,-29.21,35.79,60.13,7,0,3,43.13,45,9,Silver,0,15,0,6,100.0,74.82,1.072,0
26-35_North America_Mixed_Medium,26-35,North America,Mixed,Medium,17.88,0,0,1,0,-23.03,24.59,-0.739,-35.63,48.25,37.52,1,0,1,10.39,439,0,Silver,0,299,6,1,26.26,88.64,-3.0,1
46-55_Asia-Pacific_Business_Medium,46-55,Asia-Pacific,Business,Medium,-9.58,1,2,7,10,-43.42,-9.19,0.154,-42.68,12.61,20.66,0,0,2,52.8,56,6,Silver,0,9,0,5,6.2,21.95,0.345,0
18-25_Asia-Pacific_Business_High,18-25,Asia-Pacific,Business,High,-26.08,0,5,9,13,13.26,-9.51,-0.072,-41.54,60.01,22.96,0,0,0,42.5,58,9,Silver,0,17,0,7,6.89,0.0,-0.691,0
46-55_Asia-Pacific_Mixed_Medium,46-55,Asia-Pacific,Mixed,Medium,-21.72,0,0,1,1,8.64,-44.84,-0.872,-33.23,79.54,35.06,0,0,1,16.68,228,1,Gold,0,219,0,1,10.52,32.58,-2.237,1
46-55_North America_Leisure_Medium,46-55,North America,Leisure,Medium,11.69,1,1,1,2,-20.91,-9.47,0.332,-13.27,59.71,28.65,0,3,1,28.01,64,8,Bronze,0,1,0,6,68.59,41.03,0.452,0
36-45_Latin America_Mixed_Low,36-45,Latin America,Mixed,Low,1.29,1,0,0,4,-11.32,-5.27,-1.239,-22.47,41.91,24.72,1,3,2,32.34,631,0,Bronze,0,226,0,0,82.42,3.99,-1.242,1
56-65_Europe_Business_Medium,56-65,Europe,Business,Medium,-20.98,0,0,0,2,-27.6,20.86,-1.032,10.0,54.14,22.02,1,0,3,57.86,266,0,Bronze,1,84,0,1,21.61,22.9,-1.759,1
26-35_Latin America_Leisure_Medium,26-35,Latin America,Leisure,Medium,-2.27,0,1,2,2,-17.2,11.98,0.452,-15.18,62.79,37.15,0,0,1,20.64,58,6,Bronze,0,25,0,7,11.14,9.21,0.856,0
18-25_North America_Mixed_Medium,18-25,North America,Mixed,Medium,-16.6,0,1,1,1,-29.95,-19.41,-1.154,-90.0,39.01,6.37,0,0,2,40.33,421,0,Bronze,1,135,0,4,1.91,68.32,-2.024,1
65+_North America_Leisure_Medium,65+,North America,Leisure,Medium,-28.24,0,1,1,1,3.66,22.04,-1.37,-43.64,72.98,26.37,0,0,0,12.82,445,1,Bronze,0,150,0,4,7.91,53.54,-2.12,1
56-65_North America_Leisure_Medium,56-65,North America,Leisure,Medium,-20.79,0,1,1,0,-31.94,-4.29,-0.832,-16.77,30.09,16.64,0,0,1,7.01,189,0,Silver,1,229,0,0,4.99,18.29,-1.035,1
56-65_Middle East_Business_Low,56-65,Middle East,Business,Low,11.18,0,1,5,7,-45.22,32.01,0.156,-38.76,80.01,16.28,1,0,1,15.82,66,7,Bronze,0,9,0,12,19.88,53.37,0.481,0
18-25_Europe_Business_Low,18-25,Europe,Business,Low,-30.13,0,0,0,0,3.19,12.21,-1.028,-28.38,19.7,0.0,0,0,3,117.15,362,0,Bronze,0,111,0,0,0.0,54.42,-0.21,1
56-65_Middle East_Business_Low,56-65,Middle East,Business,Low,-7.03,0,1,1,1,-31.39,-20.01,-1.316,7.97,74.15,13.72,0,0,3,12.82,705,0,Silver,1,256,1,2,4.12,65.22,-1.06,1
36-45_Middle East_Leisure_High,36-45,Middle East,Leisure,High,-21.51,0,1,1,0,-20.29,-46.66,-0.763,-15.09,57.62,40.45,0,1,3,42.23,447,0,Bronze,0,228,1,1,32.13,34.01,-1.635,1
56-65_Asia-Pacific_Leisure_Low,56-65,Asia-Pacific,Leisure,Low,12.78,0,2,3,0,-68.5,-2.55,-1.761,-48.6,40.41,38.6,7,1,1,41.2,655,0,Gold,1,327,0,0,100.0,100.0,-1.581,1
36-45_Asia-Pacific_Business_High,36-45,Asia-Pacific,Business,High,-7.84,0,0,0,1,5.59,-1.02,-1.213,-31.93,8.81,42.92,0,0,0,48.11,675,0,Silver,0,214,0,0,12.88,61.92,-0.909,1
26-35_Asia-Pacific_Leisure_Low,26-35,Asia-Pacific,Leisure,Low,10.37,0,0,1,1,-69.58,11.28,0.128,-23.78,65.37,27.37,0,0,4,25.69,77,8,Bronze,0,25,4,11,8.21,0.0,0.722,0
26-35_Asia-Pacific_Leisure_Medium,26-35,Asia-Pacific,Leisure,Medium,-15.87,0,2,1,2,-17.25,-8.14,-0.114,3.69,49.28,31.46,0,0,4,31.17,52,7,Bronze,0,5,0,5,9.44,30.03,1.576,0
46-55_Europe_Business_High,46-55,Europe,Business,High,-1.82,0,1,1,1,-28.99,-27.86,-1.697,-33.36,80.84,57.92,1,0,3,15.13,195,0,Silver,1,219,0,2,32.38,75.87,-0.969,1
36-45_Asia-Pacific_Mixed_Medium,36-45,Asia-Pacific,Mixed,Medium,-14.93,0,1,1,1,-34.81,-49.77,-0.333,-74.25,54.38,2.24,0,0,3,25.4,730,0,Bronze,1,353,0,1,0.67,38.91,-2.153,1
65+_Middle East_Mixed_Low,65+,Middle East,Mixed,Low,-25.38,0,0,0,3,-25.96,-21.54,0.078,-20.56,15.01,28.81,0,0,0,10.98,2,5,Bronze,0,7,0,8,8.64,37.22,-0.478,0
26-35_Europe_Business_Medium,26-35,Europe,Business,Medium,-17.73,0,0,0,0,-31.89,-40.69,-0.47,-11.67,19.5,8.4,2,0,2,14.53,372,0,Bronze,0,99,0,2,32.52,80.03,-1.277,1
56-65_Latin America_Business_Medium,56-65,Latin America,Business,Medium,-11.4,2,3,7,8,-17.72,-6.37,-0.08,-57.06,44.16,33.8,0,0,0,9.08,58,7,Silver,0,8,0,5,10.14,64.27,-0.157,0
18-25_North America_Business_Medium,18-25,North America,Business,Medium,-24.5,0,0,1,1,-10.35,-16.49,-1.385,-33.16,51.89,35.1,2,0,1,104.85,202,0,Bronze,0,189,0,1,40.53,53.88,-1.947,1
18-25_Europe_Leisure_Medium,18-25,Europe,Leisure,Medium,6.89,0,1,2,3,1.65,-30.22,0.181,-36.63,72.25,7.35,0,0,1,10.51,24,2,Bronze,0,23,0,7,2.21,4.18,0.823,0
36-45_North America_Business_Low,36-45,North America,Business,Low,-17.76,0,0,0,1,-12.6,-18.52,-1.04,5.02,72.97,46.81,1,0,2,25.98,522,0,Platinum,0,335,0,0,29.04,62.27,-1.778,1
65+_North America_Leisure_Medium,65+,North America,Leisure,Medium,10.64,0,0,2,3,-7.55,28.65,-0.631,-48.49,27.72,54.29,1,0,0,71.43,458,0,Platinum,0,223,0,2,31.29,44.03,-1.691,1
46-55_Middle East_Leisure_Medium,46-55,Middle East,Leisure,Medium,-16.4,1,1,3,5,-49.52,-30.95,1.0,-48.71,71.98,38.64,1,0,2,9.75,12,8,Silver,0,19,0,7,26.59,23.5,0.153,0
56-65_Latin America_Leisure_Low,56-65,Latin America,Leisure,Low,-10.39,1,2,8,9,-45.53,-19.13,-0.113,-2.9,25.41,0.0,0,0,3,3.38,15,12,Gold,0,4,0,9,0.0,58.19,1.222,0
36-45_Middle East_Leisure_High,36-45,Middle East,Leisure,High,-17.32,1,1,0,2,4.27,-11.33,-0.935,-15.07,55.68,40.52,0,0,2,14.01,58,12,Silver,0,28,0,3,12.16,7.95,0.525,0
18-25_Latin America_Mixed_High,18-25,Latin America,Mixed,High,-5.23,0,3,2,5,-36.78,-4.18,0.216,10.0,62.76,20.88,2,0,2,82.76,58,9,Bronze,0,1,0,7,36.26,10.67,-0.289,0
36-45_North America_Business_Low,36-45,North America,Business,Low,-17.09,0,2,6,7,-34.5,8.08,0.084,-4.95,55.57,18.09,0,0,1,17.98,55,9,Silver,0,5,1,3,5.43,57.37,1.019,0
56-65_North America_Business_High,56-65,North America,Business,High,-18.44,1,1,0,4,18.42,-11.13,0.133,-12.48,63.84,38.1,3,0,2,2.04,59,7,Bronze,0,28,0,8,56.43,44.24,0.033,0
65+_Asia-Pacific_Business_Medium,65+,Asia-Pacific,Business,Medium,17.31,0,0,4,7,13.33,6.89,-0.097,-16.55,23.86,24.45,0,0,2,25.28,22,10,Silver,0,7,1,6,7.33,59.3,0.825,0
65+_Middle East_Leisure_Medium,65+,Middle East,Leisure,Medium,12.76,0,1,1,2,20.0,-16.98,-0.492,10.0,38.5,24.19,0,0,1,63.83,30,7,Bronze,1,8,0,4,7.26,33.48,-0.223,0
26-35_North America_Leisure_Medium,26-35,North America,Leisure,Medium,24.5,0,0,1,1,3.25,-3.2,-1.628,2.81,49.42,4.39,1,0,0,25.95,632,0,Bronze,0,332,0,2,16.32,50.73,-0.641,1
56-65_Latin America_Mixed_High,56-65,Latin America,Mixed,High,-6.82,1,4,3,6,9.58,-32.59,1.0,-21.89,3.99,25.7,0,0,0,23.89,3,10,Gold,0,18,0,8,7.71,61.29,0.963,0
26-35_Asia-Pacific_Leisure_Medium,26-35,Asia-Pacific,Leisure,Medium,-33.2,1,2,4,9,2.08,27.84,-0.5,7.12,12.45,32.33,0,0,2,9.51,63,8,Gold,0,13,2,6,9.7,13.21,-0.018,0
26-35_Latin America_Business_High,26-35,Latin America,Business,High,-6.06,2,5,11,17,3.51,-24.64,1.0,-74.31,80.4,0.0,0,0,7,28.75,5,5,Platinum,0,21,0,7,0.0,29.11,-0.145,0
26-35_Europe_Leisure_High,26-35,Europe,Leisure,High,-16.34,0,1,0,1,13.53,-6.61,-0.716,-36.36,39.33,39.66,1,0,1,15.85,537,0,Gold,0,350,0,0,26.9,46.5,-0.243,1
36-45_Europe_Business_Low,36-45,Europe,Business,Low,-12.02,2,5,9,14,-49.6,-27.28,-0.144,10.0,57.36,53.84,0,0,1,40.91,26,5,Platinum,0,19,0,5,16.15,35.46,0.729,0
18-25_Middle East_Business_Low,18-25,Middle East,Business,Low,-5.62,0,1,4,0,-66.1,-28.9,-0.492,-45.1,47.64,20.13,3,0,1,5.69,417,0,Bronze,0,355,3,0,51.04,9.19,-0.48,1
65+_Middle East_Leisure_High,65+,Middle East,Leisure,High,20.8,1,1,0,3,9.98,-14.07,-0.801,-3.84,64.75,48.34,1,1,3,2.62,3,6,Silver,0,29,0,9,49.5,76.16,-0.066,0
36-45_North America_Mixed_Medium,36-45,North America,Mixed,Medium,-3.49,0,3,8,12,-3.23,-37.08,-0.694,-44.39,35.66,41.98,0,0,1,8.2,35,10,Gold,0,6,0,7,12.59,5.99,1.318,0
18-25_Latin America_Business_High,18-25,Latin America,Business,High,25.98,0,0,3,2,10.66,8.78,-1.212,-46.46,72.93,53.05,0,0,2,42.3,198,0,Bronze,0,330,0,1,15.91,98.19,-0.694,1
65+_Middle East_Leisure_High,65+,Middle East,Leisure,High,-15.13,0,3,8,13,8.07,-21.13,-0.501,-57.93,83.81,16.65,0,0,1,8.28,21,8,Platinum,0,20,0,6,5.0,6.56,-0.399,0
56-65_North America_Mixed_Medium,56-65,North America,Mixed,Medium,17.21,0,1,1,0,12.33,11.64,-1.796,-47.07,31.7,9.11,0,2,1,16.92,510,0,Bronze,0,303,0,1,42.73,54.51,-1.953,1
65+_North America_Business_Medium,65+,North America,Business,Medium,-2.48,0,0,0,0,4.79,-14.31,-0.672,-41.61,38.89,43.11,0,0,5,8.76,412,0,Silver,0,67,0,1,12.93,46.03,-1.104,1
65+_Europe_Business_Low,65+,Europe,Business,Low,-36.13,0,2,7,11,20.0,-0.04,0.166,-37.85,20.4,30.03,0,0,1,7.29,73,6,Gold,0,12,1,9,9.01,64.48,0.293,0
65+_Europe_Leisure_High,65+,Europe,Leisure,High,-2.33,0,2,2,4,11.29,-54.32,-0.56,-46.08,26.26,43.68,1,0,2,13.15,17,10,Bronze,0,25,0,5,28.1,85.61,-0.389,0
46-55_Asia-Pacific_Leisure_Low,46-55,Asia-Pacific,Leisure,Low,5.55,0,1,1,0,-2.84,-14.61,-1.32,-50.37,72.52,41.99,1,3,2,28.85,385,1,Silver,0,155,0,2,87.6,16.7,-1.873,1
56-65_North America_Business_Medium,56-65,North America,Business,Medium,-29.28,1,5,10,15,11.85,-6.75,-0.286,-11.87,55.94,18.19,0,1,1,39.33,90,12,Gold,0,26,0,8,25.46,0.88,-0.017,0
